Age,DistanceFromHome,Education,EmployeeCount,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
49,7,3,1,0,2,50940,3.0,0,15,8,0,29.0,5,8,0,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
34,2,4,1,0,2,68770,7.0,0,20,8,0,16.0,3,14,6,9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
28,2,3,1,1,1,22740,3.0,0,20,8,1,5.0,5,3,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
34,7,1,1,1,1,62880,0.0,0,15,8,1,16.0,2,15,10,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,7,4,1,0,4,25530,1.0,0,14,8,1,1.0,4,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
24,3,3,1,1,2,76540,2.0,0,17,8,1,4.0,3,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
24,10,3,1,0,2,51600,1.0,0,17,8,1,1.0,3,1,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
44,5,2,1,0,2,171590,5.0,0,22,8,1,16.0,1,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,10,2,1,0,1,128080,1.0,0,13,8,0,10.0,6,10,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,1,2,1,1,3,102210,0.0,0,19,8,1,6.0,2,5,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
55,20,3,1,1,2,47790,0.0,0,14,8,1,4.0,6,3,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
33,7,2,1,1,2,37370,8.0,0,22,8,2,8.0,2,5,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
47,8,4,1,0,2,23660,3.0,0,17,8,0,11.0,5,5,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,1,3,1,1,2,17060,7.0,0,12,8,0,8.0,3,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28,8,4,1,1,1,163070,1.0,0,16,8,0,1.0,3,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,9,3,1,0,2,59330,0.0,0,11,8,0,5.0,3,4,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,5,4,1,0,1,34240,4.0,0,11,8,0,10.0,3,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,8,1,1,1,1,40370,0.0,0,14,8,0,4.0,2,3,0,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
28,5,1,1,1,2,25590,1.0,0,11,8,0,8.0,3,8,1,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
33,15,4,1,0,1,62010,2.0,0,15,8,3,14.0,2,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,7,3,1,0,3,44030,2.0,0,20,8,0,10.0,3,5,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
54,10,3,1,0,4,37610,3.0,0,12,8,0,26.0,3,14,1,12,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29,5,3,1,0,2,109340,6.0,0,17,8,2,11.0,2,9,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
44,26,1,1,1,1,107610,3.0,0,11,8,1,24.0,5,20,14,17,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
39,6,1,1,0,2,51750,4.0,0,17,8,1,9.0,2,2,2,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
46,4,2,1,1,3,138260,8.0,0,11,8,0,23.0,1,13,5,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
35,23,4,1,1,2,63340,1.0,0,14,8,0,11.0,2,11,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
23,2,4,1,0,2,49360,0.0,0,19,8,1,5.0,2,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,2,3,1,1,2,47750,3.0,0,15,8,1,15.0,3,5,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
34,2,3,1,1,2,28180,1.0,0,13,8,1,10.0,2,10,8,6,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
31,29,3,1,0,2,25150,1.0,0,14,8,0,7.0,3,7,7,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50,6,3,1,1,1,23420,1.0,0,12,8,1,32.0,2,32,13,9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
34,25,5,1,0,1,41940,0.0,0,17,8,2,12.0,3,11,5,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
42,1,3,1,0,1,106850,4.0,0,11,8,3,4.0,2,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
37,2,2,1,1,1,20220,1.0,0,12,8,0,10.0,1,10,3,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,1,3,1,0,1,23140,3.0,0,13,8,0,9.0,5,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,1,1,1,1,1,42560,1.0,0,13,8,3,5.0,1,5,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
45,3,3,1,1,3,35800,4.0,0,20,8,1,8.0,1,5,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,1,4,1,1,2,31620,2.0,0,17,8,2,24.0,1,20,13,9,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
40,10,1,1,0,1,65240,0.0,0,13,8,1,9.0,2,8,7,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33,9,3,1,0,2,28990,1.0,0,17,8,0,15.0,3,15,5,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
40,5,5,1,1,1,52310,1.0,0,12,8,2,21.0,4,21,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24,10,2,1,1,1,23560,0.0,0,13,8,0,2.0,5,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
40,7,3,1,1,1,28000,3.0,0,12,8,2,8.0,0,2,2,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45,4,3,1,0,3,118360,1.0,0,22,8,0,10.0,2,10,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
35,10,1,1,1,1,109030,0.0,0,11,8,0,6.0,3,5,4,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
32,22,4,1,1,1,29730,3.0,0,22,8,0,12.0,0,7,2,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,9,3,1,0,4,142750,3.0,0,18,8,1,7.0,5,3,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
48,12,4,1,1,1,55620,8.0,0,13,8,1,18.0,2,8,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
29,23,4,1,0,2,45370,6.0,0,18,8,1,5.0,5,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
33,9,1,1,1,1,76420,2.0,0,20,8,1,8.0,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,1,3,1,1,3,179240,1.0,0,13,8,2,10.0,2,10,6,7,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
38,9,3,1,1,1,52040,3.0,0,13,8,1,10.0,2,6,1,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
35,7,2,1,1,1,22770,1.0,0,12,8,1,3.0,2,3,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
30,14,3,1,1,5,27950,3.0,0,13,8,0,9.0,4,4,1,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
35,2,3,1,0,1,25320,1.0,0,13,8,0,1.0,2,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
53,19,3,1,1,2,25590,0.0,0,25,8,0,34.0,2,33,1,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
38,2,3,1,0,3,49080,4.0,0,19,8,1,7.0,3,5,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
32,10,4,1,0,5,23800,4.0,0,13,8,0,9.0,5,6,1,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
48,2,5,1,1,1,47650,8.0,0,12,8,1,10.0,4,8,7,6,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,3,3,1,1,2,20440,1.0,0,11,8,0,1.0,2,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
55,11,1,1,0,1,26930,1.0,0,18,8,0,36.0,6,36,2,13,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,2,2,1,1,2,65860,9.0,0,18,8,1,9.0,3,2,2,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
26,4,3,1,1,1,32940,1.0,0,11,8,0,1.0,6,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
38,14,2,1,0,1,41710,0.0,0,23,8,0,10.0,4,9,7,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,2,3,1,0,1,27780,2.0,0,13,8,0,8.0,5,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36,1,3,1,1,1,23770,6.0,0,13,8,2,15.0,3,1,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,10,3,1,1,1,24040,1.0,0,17,8,0,10.0,3,10,1,5,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35,12,2,1,0,2,23180,3.0,0,19,8,0,10.0,4,5,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
39,2,2,1,0,1,20080,2.0,0,12,8,0,11.0,3,7,7,6,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,5,1,1,0,1,62440,1.0,0,22,8,0,6.0,3,6,1,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
50,4,2,1,0,1,27990,4.0,0,12,8,1,27.0,0,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
23,7,2,1,0,3,105520,2.0,0,11,8,0,4.0,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
36,21,3,1,1,2,23290,3.0,0,15,8,0,9.0,2,3,0,2,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
42,8,2,1,0,5,40140,8.0,0,13,8,1,24.0,3,1,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
35,4,3,1,0,2,74030,1.0,0,12,8,1,10.0,4,10,6,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,25,1,1,0,1,22590,1.0,0,14,8,0,8.0,2,8,7,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
40,1,4,1,1,2,69320,1.0,0,13,8,0,5.0,5,5,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
43,1,1,1,1,1,46780,5.0,0,25,8,1,8.0,0,6,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
35,6,3,1,0,3,135820,1.0,0,17,8,1,1.0,3,1,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
46,12,4,1,1,1,23320,1.0,0,11,8,0,27.0,2,26,0,12,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
28,1,3,1,0,2,24130,1.0,0,16,8,1,1.0,2,1,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22,17,2,1,1,3,97050,1.0,0,18,8,2,4.0,3,4,1,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50,3,3,1,1,2,42940,2.0,0,20,8,0,32.0,2,30,12,13,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
32,3,2,1,1,3,47210,3.0,0,14,8,1,6.0,3,3,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
44,10,3,1,1,3,25190,0.0,0,21,8,2,23.0,2,22,1,10,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
30,4,3,1,0,1,21210,1.0,0,13,8,1,6.0,2,6,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
45,29,2,1,0,2,29730,1.0,0,12,8,0,10.0,2,10,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
45,2,4,1,1,2,58550,1.0,0,14,8,1,10.0,3,10,4,5,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
31,7,3,1,1,2,36170,7.0,0,21,8,1,10.0,5,5,0,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,18,1,1,1,2,67250,9.0,0,17,8,1,7.0,3,3,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
34,28,4,1,1,5,103250,1.0,0,11,8,1,9.0,3,9,7,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
49,1,4,1,1,3,69490,1.0,0,14,8,1,10.0,2,9,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
39,6,2,1,1,3,106090,2.0,0,17,8,1,10.0,2,7,7,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
27,2,1,1,1,4,44470,1.0,0,13,8,0,7.0,4,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35,2,3,1,0,2,21570,1.0,0,25,8,0,16.0,1,16,1,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28,23,3,1,1,3,46010,0.0,0,15,8,2,6.0,2,5,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
21,3,1,1,0,1,170990,1.0,0,14,8,1,3.0,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
18,3,5,1,1,1,24790,1.0,0,12,8,1,0.0,2,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
47,25,4,1,1,2,148520,3.0,0,19,8,3,27.0,3,5,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
39,2,4,1,1,1,72640,0.0,0,17,8,0,11.0,5,10,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
40,22,1,1,1,1,56660,1.0,0,14,8,1,18.0,2,18,14,12,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
35,29,3,1,0,2,78230,1.0,0,13,8,1,15.0,3,14,2,9,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
37,29,4,1,1,1,78800,3.0,0,12,8,1,9.0,2,4,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
39,2,3,1,0,2,131940,0.0,0,11,8,0,10.0,2,9,3,8,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
45,28,3,1,0,2,50670,1.0,0,11,8,2,10.0,3,10,3,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
38,2,4,1,0,3,50790,3.0,0,11,8,0,10.0,3,5,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
35,2,3,1,1,3,23210,9.0,0,12,8,1,15.0,0,13,6,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
37,22,3,1,0,2,174440,1.0,0,14,8,0,8.0,4,8,7,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
40,8,3,1,0,2,24040,6.0,0,17,8,0,18.0,2,4,3,3,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
44,2,2,1,1,1,34520,4.0,0,11,8,1,14.0,2,10,0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
48,10,4,1,0,3,22700,2.0,0,14,8,3,23.0,2,2,2,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
35,9,3,1,1,2,173990,6.0,0,12,8,0,7.0,3,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
24,15,3,1,1,2,54880,1.0,0,22,8,1,6.0,6,6,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
27,10,4,1,1,3,194190,7.0,0,14,8,1,5.0,2,3,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
27,7,3,1,1,1,28110,2.0,0,20,8,0,6.0,3,4,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40,16,4,1,1,1,36330,3.0,0,16,8,2,10.0,0,4,0,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
29,20,1,1,0,2,41630,9.0,0,15,8,1,8.0,4,5,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,23,3,1,0,3,21320,4.0,0,20,8,0,9.0,1,3,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25,5,1,1,1,4,139730,1.0,0,14,8,0,7.0,3,7,0,7,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,10,3,1,0,2,26840,4.0,0,12,8,0,7.0,2,5,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
49,4,2,1,1,2,108450,3.0,0,24,8,0,27.0,4,4,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
50,2,2,1,1,3,43770,5.0,0,12,8,1,19.0,2,14,1,11,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
20,18,4,1,0,2,37430,1.0,0,13,8,1,2.0,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
34,10,3,1,1,3,41480,1.0,0,11,8,0,11.0,3,11,7,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36,1,3,1,0,2,10510,2.0,0,14,8,0,15.0,2,4,1,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
49,6,2,1,0,2,107390,2.0,0,11,8,3,30.0,3,15,2,12,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
36,8,4,1,1,4,103880,0.0,0,14,8,0,4.0,2,3,1,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
36,2,2,1,0,2,114160,6.0,0,16,8,0,13.0,2,5,0,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
54,24,3,1,1,1,26000,3.0,0,14,8,0,36.0,5,10,4,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
43,2,4,1,0,1,24220,1.0,0,11,8,1,14.0,2,14,6,11,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35,17,4,1,1,1,54720,3.0,0,11,8,1,13.0,3,11,6,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
38,19,2,1,1,2,24510,7.0,0,12,8,1,19.0,3,13,2,9,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,1,2,1,1,2,42400,1.0,0,14,8,0,10.0,2,10,0,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
33,7,3,1,1,5,109990,1.0,0,18,8,3,6.0,3,6,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
31,28,4,1,0,2,127420,1.0,0,11,8,0,10.0,4,10,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
49,2,4,1,1,1,42270,4.0,0,18,8,0,17.0,3,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
38,29,2,1,0,1,39170,1.0,0,15,8,3,4.0,2,4,3,3,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
47,1,4,1,1,3,183030,6.0,0,22,8,1,29.0,2,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
49,21,3,1,1,2,23800,4.0,0,13,8,0,23.0,3,8,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,24,4,1,0,4,137260,3.0,0,12,8,0,21.0,6,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
20,1,3,1,1,1,47770,1.0,0,18,8,1,2.0,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
33,18,2,1,0,2,63850,1.0,0,13,8,0,7.0,6,6,1,2,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36,2,2,1,1,3,199730,6.0,0,12,8,0,10.0,2,3,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
44,9,3,1,0,3,68610,4.0,0,12,8,0,8.0,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
23,6,3,1,0,3,49690,1.0,0,12,8,0,5.0,3,5,1,2,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
38,11,2,1,1,1,198450,7.0,0,11,8,1,7.0,3,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
53,24,3,1,1,4,133200,3.0,0,11,8,0,11.0,2,4,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
48,10,2,1,1,1,63470,2.0,0,12,8,1,19.0,3,9,7,7,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
32,1,3,1,1,2,27430,1.0,0,19,8,1,1.0,2,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26,18,2,1,1,1,108800,1.0,0,23,8,1,7.0,5,7,5,7,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,23,1,1,1,5,23420,5.0,0,11,8,2,8.0,2,4,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
34,28,3,1,0,2,176500,1.0,0,19,8,1,15.0,6,15,4,13,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,17,4,1,1,1,40250,3.0,0,13,8,1,19.0,5,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
33,3,3,1,1,3,97250,1.0,0,11,8,0,14.0,0,14,2,13,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
37,13,3,1,1,1,119040,1.0,0,12,8,1,6.0,4,6,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
